5	0	0.33333333333333337
5	0	0.2857142857142857
4	0	0.10256410256410256
4	0	0.05454545454545455
2	0	0.0
2	0	0.4444444444444444
5	0	0.03773584905660377
1	0	0.0
3	0	0.0
5	0	0.15384615384615385
5	0	0.16666666666666669
5	0	0.16666666666666669
5	0	0.0
5	0	0.16666666666666669
5	0	0.10619469026548674
5	0	0.25
5	0	0.0
5	0	0.16666666666666669
1	0	0.0
4	0	0.1111111111111111
4	0	0.1694915254237288
1	0	0.19047619047619047
4	0	0.14285714285714285
1	0	0.0
1	0	0.15384615384615385
2	0	0.09523809523809525
2	0	0.0
2	0	0.0816326530612245
1	0	0.0
1	0	0.0
5	0	0.15384615384615385
5	0	0.19999999999999998
2	0	0.0
2	0	0.125
1	0	0.2608695652173913
2	0	0.0
4	0	0.052631578947368425
4	0	0.039215686274509796
1	0	0.0
5	0	0.21052631578947367
2	0	0.08695652173913043
5	0	0.16666666666666669
4	0	0.0
3	0	0.0
1	0	0.0
4	0	0.0
5	0	0.11764705882352941
2	0	0.0
5	0	0.21052631578947367
5	0	0.18181818181818182
1	0	0.0
1	0	0.0
1	0	0.0
4	0	0.05405405405405405
5	0	0.03636363636363636
5	0	0.13333333333333333
5	0	0.0
5	0	0.1111111111111111
5	0	0.35294117647058826
3	0	0.0
3	0	0.11764705882352941
4	0	0.0
4	0	0.03278688524590164
5	0	0.13333333333333333
4	0	0.04444444444444444
4	0	0.028985507246376812
4	0	0.45454545454545453
5	0	0.06666666666666667
4	0	0.07792207792207792
5	0	0.1176470588235294
5	0	0.08955223880597014
5	0	0.1
3	0	0.03571428571428571
4	0	0.1
3	0	0.1904761904761905
5	0	0.05063291139240506
1	0	0.0
2	0	0.11111111111111112
1	0	0.0606060606060606
5	0	0.11764705882352941
1	0	0.0
2	0	0.0
1	0	0.0
2	0	0.07407407407407407
5	0	0.18181818181818182
3	0	0.037037037037037035
3	0	0.07407407407407407
4	0	0.02247191011235955
5	0	0.041666666666666664
4	0	0.09638554216867469
4	0	0.054054054054054064
1	0	0.03225806451612903
4	0	0.06349206349206349
2	0	0.0689655172413793
5	0	0.10526315789473684
4	0	0.05633802816901409
5	0	0.0
2	0	0.0
4	0	0.23076923076923075
5	0	0.05263157894736842
3	0	0.047619047619047616
4	0	0.06666666666666667
4	0	0.048192771084337345
2	0	0.030769230769230767
1	0	0.0
3	0	0.13793103448275862
5	1	1.0
1	0	0.0
5	1	1.0
5	1	1.0
5	1	1.0
5	0	0.4
5	1	1.0
5	0	0.5833333333333334
5	1	1.0
5	1	1.0
5	1	1.0
5	1	1.0
5	1	1.0
5	1	1.0
5	1	1.0
1	0	0.0
5	0	0.1818181818181818
5	0	0.19999999999999998
5	1	1.0
5	1	1.0
5	1	1.0
5	1	1.0
5	1	1.0
5	0	0.6666666666666666
5	0	0.5333333333333333
5	0	0.3076923076923077
5	1	1.0
1	0	0.0
5	0	0.4615384615384615
1	0	0.0
1	0	0.0
5	0	0.19999999999999998
5	1	1.0
1	0	0.0
1	0	0.0
1	0	0.0
5	1	1.0
5	1	1.0
1	0	0.25
5	1	1.0
1	0	0.0
1	0	0.10526315789473684
5	1	1.0
5	1	1.0
1	0	0.0
5	0	0.2222222222222222
2	0	0.0
5	1	1.0
1	0	0.0
2	0	0.22222222222222224
5	0	0.42857142857142855
5	1	1.0
1	0	0.15384615384615383
